num_date_time,answer
2_20220829 05,1396.0889478533752
2_20220829 06,1172.7441064479392
2_20220829 07,1144.684872052523
2_20220829 08,994.6083060254124
2_20220829 09,1090.7326802673476
2_20220829 10,1067.6252323376973
2_20220829 11,1217.6982024166336
2_20220829 12,1319.855603880008
2_20220829 13,1171.6992094601374
2_20220829 14,1413.0965598139592
2_20220829 15,1449.720061423094
2_20220829 16,1512.1495275606544
2_20220829 17,1439.3215344494572
2_20220829 18,1549.3107285025908
2_20220829 19,1353.808061730343
2_20220829 20,1328.4026251614991
2_20220829 21,1419.1559123433092
2_20220829 22,1221.6496505348725
2_20220829 23,1201.806747467965
2_20220830 00,1153.3511107964334
2_20220830 01,1182.82171995807
2_20220830 02,1169.563719961093
2_20220830 03,914.8741888287309
2_20220830 04,957.6608266957887
2_20220830 05,1121.9683116136264
2_20220830 06,1275.372244769211
2_20220830 07,1211.2733239917438
2_20220830 08,1229.154878520323
2_20220830 09,1129.518296166043
2_20220830 10,1065.0385942193193
2_20220830 11,1133.814497152743
2_20220830 12,992.6810731542737
2_20220830 13,1202.2598332830378
2_20220830 14,1119.87542468802
2_20220830 15,1203.0592816861906
2_20220830 16,1125.1444864967675
2_20220830 17,1189.1707563769128
2_20220830 18,1005.9347933256421
2_20220830 19,1078.4649870070991
2_20220830 20,1250.3472644394826
2_20220830 21,997.8640199017618
2_20220830 22,1059.7420217334525
2_20220830 23,1159.2659424515134
2_20220831 00,1159.2659424515134
2_20220831 01,1028.9085020864395
2_20220831 02,1136.7096775322905
2_20220831 03,1019.8292360600256
2_20220831 04,1008.1605008605151
2_20220831 05,1023.243138750617
2_20220831 06,1147.2104187302746
2_20220831 07,1000.8223178422907
2_20220831 08,1175.4788715612299
2_20220831 09,1252.8107319698165
2_20220831 10,1307.0523960648356
2_20220831 11,1365.5621422374302
2_20220831 12,1474.0714525579986
2_20220831 13,1383.6718293035783
2_20220831 14,1485.764415914668
2_20220831 15,1387.3408852786865
2_20220831 16,1301.1289442967
2_20220831 17,1485.4384736528903
2_20220831 18,1521.540048139077
2_20220831 19,1294.596922855728
2_20220831 20,1277.9914404746337
2_20220831 21,1228.7854966355046
2_20220831 22,1060.8741844606989
2_20220831 23,1056.4713083533604
3_20220825 00,1059.1325760804486
3_20220825 01,1076.3830180748423
3_20220825 02,1117.9325014193164
3_20220825 03,1057.922301037359
3_20220825 04,1103.3113129346204
3_20220825 05,995.3114662909487
3_20220825 06,878.1354247712824
3_20220825 07,996.0733614936905
3_20220825 08,1040.296135808633
3_20220825 09,1231.2499666841052
3_20220825 10,1140.0114970191428
3_20220825 11,1094.3105327482276
3_20220825 12,1029.5035688333064
3_20220825 13,990.0450339800194
3_20220825 14,975.6522756562898
3_20220825 15,1249.8441996416996
3_20220825 16,1088.8427064815448
3_20220825 17,1226.724670487646
3_20220825 18,1071.666469213963
3_20220825 19,1028.7921547257781
3_20220825 20,1066.3301989665704
3_20220825 21,1135.7532806510212
3_20220825 22,1003.2198916285392
3_20220825 23,997.0722230198427
3_20220826 00,962.1887848201602
3_20220826 01,1141.3893139520853
3_20220826 02,1286.2910155549353
3_20220826 03,967.3151411877708
3_20220826 04,1076.0458851771398
3_20220826 05,1140.8811727712882
3_20220826 06,1093.0436414931637
3_20220826 07,1140.1454597733564
3_20220826 08,956.4887221023068
3_20220826 09,1084.058061258965
3_20220826 10,1160.1690098584577
3_20220826 11,1066.8311845750811
3_20220826 12,1229.8669769573112
3_20220826 13,1261.4224426018634
3_20220826 14,1510.9143023059398
3_20220826 15,1143.259051881166
3_20220826 16,1217.861852748327
3_20220826 17,1287.0514667769562
3_20220826 18,1562.280085701951
3_20220826 19,1068.4797895646354
3_20220826 20,1259.5571214839947
3_20220826 21,1164.2895178424278
3_20220826 22,1179.997700632042
3_20220826 23,1176.2977689558581
3_20220827 00,1072.7971259550443
3_20220827 01,1260.2658296142388
3_20220827 02,1131.6158126373168
3_20220827 03,955.8908194074991
3_20220827 04,726.1114364209913
3_20220827 05,748.2876322666701
3_20220827 06,779.0622590960818
3_20220827 07,670.0087351879398
3_20220827 08,761.1506026695846
3_20220827 09,897.0378626656585
3_20220827 10,1051.3473369143258
3_20220827 11,1112.679793942887
3_20220827 12,1086.9610090163135
3_20220827 13,1270.5001928249815
3_20220827 14,1238.1765488383571
3_20220827 15,1104.9115007242706
3_20220827 16,1103.8535645477225
3_20220827 17,1150.8088424037326
3_20220827 18,1292.1187719903737
3_20220827 19,1135.8056887311634
3_20220827 20,980.4421966375954
3_20220827 21,1069.1230336168928
3_20220827 22,1114.3914201159148
3_20220827 23,1003.6999828527765
3_20220828 00,758.3017706509803
3_20220828 01,901.7889855539371
3_20220828 02,770.1471126597972
3_20220828 03,719.7711809780028
3_20220828 04,720.7410026354181
3_20220828 05,745.5609273223035
3_20220828 06,743.0001431344139
3_20220828 07,799.7563005650848
3_20220828 08,727.0806682790133
3_20220828 09,1064.6231485017893
3_20220828 10,1169.6606785944607
3_20220828 11,1132.3096311598183
3_20220828 12,1241.5328710814588
3_20220828 13,1339.1728298628407
3_20220828 14,1202.8497513246134
3_20220828 15,1207.898483755285
3_20220828 16,1185.1875330739504
3_20220828 17,1183.3785039448974
3_20220828 18,1158.1965449604481
3_20220828 19,1113.9498109588978
3_20220828 20,1331.5512507647877
3_20220828 21,1232.691713878865
3_20220828 22,1184.3746167734344
3_20220828 23,1178.409238714888
3_20220829 00,1185.2367553327438
3_20220829 01,1286.6117985429603
3_20220829 02,1427.4998877231055
3_20220829 03,1333.944040544476
3_20220829 04,1244.8520916208804
3_20220829 05,1163.451133297556
3_20220829 06,1046.4313714295743
3_20220829 07,1117.5944616070692
3_20220829 08,1014.5476054098285
3_20220829 09,993.2673661709379
3_20220829 10,789.9210748976817
3_20220829 11,1025.6047385787267
3_20220829 12,1132.8792708605179
3_20220829 13,891.9556540532071
3_20220829 14,1127.9999184207281
3_20220829 15,1023.2426404023223
3_20220829 16,1163.567978630535
3_20220829 17,1138.5891168213254
3_20220829 18,1202.236426970115
3_20220829 19,985.247256688697
3_20220829 20,981.8903279850325
3_20220829 21,1082.8226057147447
3_20220829 22,1117.0229257553503
3_20220829 23,1146.9625235447852
3_20220830 00,972.4169620751151
3_20220830 01,994.5747944540873
3_20220830 02,982.859097947287
3_20220830 03,666.8329564330454
3_20220830 04,600.7402305616441
3_20220830 05,624.7264637578423
3_20220830 06,655.7517748914606
3_20220830 07,727.5191760776619
3_20220830 08,691.5892385580457
3_20220830 09,575.8150058419479
3_20220830 10,724.6590934874233
3_20220830 11,643.9074226907145
3_20220830 12,616.5060743722024
3_20220830 13,642.0563724633763
3_20220830 14,775.0294178264135
3_20220830 15,824.5542768142776
3_20220830 16,807.5898918324893
3_20220830 17,764.6569906607153
3_20220830 18,798.9284544533654
3_20220830 19,753.6384853676351
3_20220830 20,773.8649223285435
3_20220830 21,599.9074400992279
3_20220830 22,786.72605000076
3_20220830 23,828.5043752527572
3_20220831 00,828.5043752527572
3_20220831 01,870.6998222980109
3_20220831 02,874.3478715754127
3_20220831 03,888.0987742125108
3_20220831 04,964.2973002592447
3_20220831 05,822.9282240638117
3_20220831 06,871.0136003100258
3_20220831 07,756.2612243193134
3_20220831 08,972.0971507981135
3_20220831 09,885.2285073768321
3_20220831 10,885.7553259523222
3_20220831 11,1207.6325844818398
3_20220831 12,1198.9301818845424
3_20220831 13,1290.091123985361
3_20220831 14,1309.4500121730684
3_20220831 15,1116.617159746564
3_20220831 16,1041.1012549394816
3_20220831 17,1027.1101052786078
3_20220831 18,1181.358830632305
3_20220831 19,1147.131492220561
3_20220831 20,1035.5384343272244
3_20220831 21,1004.2972095286408
3_20220831 22,1000.8198071364924
3_20220831 23,1102.347452234405
4_20220825 00,958.6404306850319
4_20220825 01,783.7225921750979
4_20220825 02,730.7375477186206
4_20220825 03,1007.5793524639123
4_20220825 04,874.6590636291456
4_20220825 05,896.8459537160768
4_20220825 06,889.2081836989403
4_20220825 07,880.809919477536
4_20220825 08,958.4059957618377
4_20220825 09,1133.328348425372
4_20220825 10,837.9840822273425
4_20220825 11,967.7967333043026
4_20220825 12,896.6147460709583
4_20220825 13,1101.789918797267
4_20220825 14,1202.2247807415936
4_20220825 15,1184.7149352633312
4_20220825 16,1161.0245657082498
4_20220825 17,1075.28104098067
4_20220825 18,1070.4956109379768
4_20220825 19,960.483904935304
4_20220825 20,1047.3861189616468
4_20220825 21,1001.7151126376666
4_20220825 22,889.5592088083771
4_20220825 23,934.7106135861679
4_20220826 00,896.0821615710141
4_20220826 01,901.3180321400538
4_20220826 02,981.5983249588821
4_20220826 03,836.647743726671
4_20220826 04,864.24485755091
4_20220826 05,764.8278253629109
4_20220826 06,704.7550375029152
4_20220826 07,828.6750412406823
4_20220826 08,873.7752368620006
4_20220826 09,924.814403521092
4_20220826 10,1012.9471146471905
4_20220826 11,884.9241772473665
4_20220826 12,1230.388802373283
4_20220826 13,1065.1477981326043
4_20220826 14,1174.4332454187602
4_20220826 15,1132.1134232635166
4_20220826 16,1134.1558523975639
4_20220826 17,1161.3266346065939
4_20220826 18,1344.3552108930621
4_20220826 19,956.9447905722176
4_20220826 20,1079.6025486276187
4_20220826 21,952.2798971912257
4_20220826 22,1155.90844701657
4_20220826 23,965.7006189924938
4_20220827 00,923.7086846573044
4_20220827 01,1016.7216220109951
4_20220827 02,898.8200780681877
4_20220827 03,845.6147032906166
4_20220827 04,1007.7993497121105
4_20220827 05,718.7828808473499
4_20220827 06,645.7640487616275
4_20220827 07,747.2241804374884
4_20220827 08,720.777886743882
4_20220827 09,983.006361585058
4_20220827 10,1167.8004343732337
4_20220827 11,1300.4173171374778
4_20220827 12,1454.8720335430007
4_20220827 13,1430.159954195577
4_20220827 14,1417.365775449798
4_20220827 15,1420.222004896207
4_20220827 16,1570.921536080049
4_20220827 17,1437.135121717531
4_20220827 18,1300.4241640540683
4_20220827 19,1201.6212926912935
4_20220827 20,1091.5653032795108
4_20220827 21,1011.2555199344887
4_20220827 22,1121.1051458398736
4_20220827 23,886.968851754049
4_20220828 00,994.3042068775048
4_20220828 01,824.762294260578
4_20220828 02,665.9402815301758
4_20220828 03,797.1996711401274
4_20220828 04,790.8599122914869
4_20220828 05,799.1086346335306
4_20220828 06,742.2854674756212
4_20220828 07,713.4188792637088
4_20220828 08,695.665102467501
4_20220828 09,1132.3240075953888
4_20220828 10,1199.182487786176
4_20220828 11,1251.5440336173865
4_20220828 12,1368.983649897758
4_20220828 13,1489.2389455301561
4_20220828 14,1422.5618615225171
4_20220828 15,1442.3375774096755
4_20220828 16,1380.9988785451362
4_20220828 17,1390.6079387575692
4_20220828 18,1346.1437292326443
4_20220828 19,1095.0980971130173
4_20220828 20,1167.6896581151566
4_20220828 21,1083.7670767039817
4_20220828 22,1050.6093284081182
4_20220828 23,1141.8757938483411
4_20220829 00,1285.4882811958246
4_20220829 01,1323.3681477251914
4_20220829 02,1338.457926172592
4_20220829 03,1298.1129471017
4_20220829 04,1248.1554299220666
4_20220829 05,1075.6483229938258
4_20220829 06,855.8921742361172
4_20220829 07,913.2808354179366
4_20220829 08,834.6662358892747
4_20220829 09,1002.4737609763142
4_20220829 10,955.7053860420832
4_20220829 11,1028.8571950259384
4_20220829 12,1184.1208184773195
4_20220829 13,1012.6477126764124
4_20220829 14,1142.8259761935424
4_20220829 15,1037.9180803644094
4_20220829 16,1234.5661412291636
4_20220829 17,1101.5855216310667
4_20220829 18,1315.0733234039474
4_20220829 19,914.8355274091041
4_20220829 20,955.438401038443
4_20220829 21,968.2641649146549
4_20220829 22,1026.1634176021912
4_20220829 23,951.9267120376925
4_20220830 00,855.483525166625
4_20220830 01,820.9060846737456
4_20220830 02,823.7443714718524
4_20220830 03,708.7827304589221
4_20220830 04,716.2740575940628
4_20220830 05,789.6930347697465
4_20220830 06,1032.966860965173
4_20220830 07,954.7773443501577
4_20220830 08,862.8788312074098
4_20220830 09,907.2673350428983
4_20220830 10,876.9606650146154
4_20220830 11,996.7102516928156
4_20220830 12,894.5592093235153
4_20220830 13,991.7132491875093
4_20220830 14,895.988714279893
4_20220830 15,1051.3130391135421
4_20220830 16,981.3050598223172
4_20220830 17,1013.896431139667
4_20220830 18,829.1668969846405
4_20220830 19,833.0660884785202
4_20220830 20,1058.9720606571555
4_20220830 21,850.404277596173
4_20220830 22,810.156098177995
4_20220830 23,810.7528810308115
4_20220831 00,810.7528810308115
4_20220831 01,895.430449396687
4_20220831 02,823.674240924956
4_20220831 03,740.3543836263508
4_20220831 04,711.8154643384373
4_20220831 05,747.402026091164
4_20220831 06,809.2179311817587
4_20220831 07,720.6078693032331
4_20220831 08,843.2707147577264
4_20220831 09,838.4460330976478
4_20220831 10,977.7222766160634
4_20220831 11,1082.244722215537
4_20220831 12,1071.6267437384718
4_20220831 13,1120.8203874465926
4_20220831 14,1055.4281503658783
4_20220831 15,1024.3077850678073
4_20220831 16,1053.358946203029
4_20220831 17,1122.0018244198411
4_20220831 18,1216.8683142258396
4_20220831 19,841.4636237345911
4_20220831 20,920.4978092398978
4_20220831 21,892.2374138848987
4_20220831 22,798.9142341243115
4_20220831 23,706.7109715039669
5_20220825 00,1771.799618192589
5_20220825 01,1487.7300824296804
5_20220825 02,1424.154116993818
5_20220825 03,1579.808650772642
5_20220825 04,1563.113024736374
5_20220825 05,1558.3550994002112
5_20220825 06,1558.6666676019217
5_20220825 07,1482.9996085177718
5_20220825 08,1550.9542029029692
5_20220825 09,1737.8944510290844
5_20220825 10,1651.688702606853
5_20220825 11,1488.0284790831063
5_20220825 12,1563.14392862119
5_20220825 13,1647.2206213188174
5_20220825 14,1743.098145571742
5_20220825 15,1618.5101774813418
5_20220825 16,1772.388921378794
5_20220825 17,1643.7479261388714
5_20220825 18,1660.7896592225695
5_20220825 19,1585.5892874050087
5_20220825 20,1594.053383939405
5_20220825 21,1539.7442175596107
5_20220825 22,1535.6752903500565
5_20220825 23,1612.558270214003
5_20220826 00,1589.6480851618558
5_20220826 01,1543.6879834908352
5_20220826 02,1605.4540512418032
5_20220826 03,1537.2278830563425
5_20220826 04,1576.6772054310543
5_20220826 05,1483.2705378301205
5_20220826 06,1416.1165008790485
5_20220826 07,1550.950150848908
5_20220826 08,1611.8472113737469
5_20220826 09,1569.3795878513927
5_20220826 10,1617.8080664520942
5_20220826 11,1557.4004803705097
5_20220826 12,1729.3770600420328
5_20220826 13,1618.454290951525
5_20220826 14,1750.0744021848577
5_20220826 15,2101.213630216862
5_20220826 16,2018.6076096282295
5_20220826 17,1799.258689263951
5_20220826 18,1898.9288570492724
5_20220826 19,1780.0427256309245
5_20220826 20,1883.6200639159993
5_20220826 21,1684.086166311967
5_20220826 22,1980.318344262389
5_20220826 23,1836.8667706052418
5_20220827 00,1734.9187655968042
5_20220827 01,1841.6723024603614
5_20220827 02,1785.4695769065186
5_20220827 03,1517.1064609518767
5_20220827 04,1606.0823942231596
5_20220827 05,1549.1080163673619
5_20220827 06,1362.5401002541985
5_20220827 07,1549.5496452502564
5_20220827 08,1550.289067879732
5_20220827 09,1510.9105900579289
5_20220827 10,1697.8875013498716
5_20220827 11,1879.5502694134236
5_20220827 12,2026.4927928948662
5_20220827 13,1977.8002529045539
5_20220827 14,2007.4446027120202
5_20220827 15,1822.402069245959
5_20220827 16,1956.9213509444826
5_20220827 17,1918.7730372745339
5_20220827 18,1878.8318090048065
5_20220827 19,2023.2933202338336
5_20220827 20,1731.4284092268622
5_20220827 21,1671.6875958610497
5_20220827 22,1827.1479751177944
5_20220827 23,1602.7096880180488
5_20220828 00,1774.291872385284
5_20220828 01,1637.4471184979132
5_20220828 02,1428.4065346831817
5_20220828 03,1412.3231217216592
5_20220828 04,1402.1688859110848
5_20220828 05,1442.7121388949988
5_20220828 06,1500.1892782351108
5_20220828 07,1448.967569960058
5_20220828 08,1505.9982014990246
5_20220828 09,1723.3792919769871
5_20220828 10,1762.4810308083963
5_20220828 11,1672.7773377640383
5_20220828 12,1848.2274619070788
5_20220828 13,1889.2165391304434
5_20220828 14,1974.5995356478272
5_20220828 15,1890.6258614909725
5_20220828 16,2108.7921868323415
5_20220828 17,2170.2747729690877
5_20220828 18,1951.0269078883528
5_20220828 19,1642.7372793495865
5_20220828 20,1903.390357395064
5_20220828 21,1697.4348470641573
5_20220828 22,1707.498812886067
5_20220828 23,1777.076098563191
5_20220829 00,1874.3930484022278
5_20220829 01,1831.4999588073476
5_20220829 02,2048.801399513455
5_20220829 03,1829.319982922259
5_20220829 04,1823.231284766533
5_20220829 05,1756.4804497305865
5_20220829 06,1498.1949236566018
5_20220829 07,1565.783143044172
5_20220829 08,1474.2297450128012
5_20220829 09,1455.4436831660114
5_20220829 10,1428.091193349532
5_20220829 11,1621.1543627000574
5_20220829 12,1671.8205694775613
5_20220829 13,1608.7065327738649
5_20220829 14,1710.5201455336203
5_20220829 15,1509.9760044140885
5_20220829 16,1727.982587744824
5_20220829 17,1736.6428427263006
5_20220829 18,1843.1869481343242
5_20220829 19,1656.0804613212663
5_20220829 20,1704.8999790712471
5_20220829 21,1790.6452984300277
5_20220829 22,1605.1732659372342
5_20220829 23,1630.9482915507779
5_20220830 00,1529.161054204299
5_20220830 01,1482.0386524442351
5_20220830 02,1556.7240877399115
5_20220830 03,1461.9555081155936
5_20220830 04,1500.189504865135
5_20220830 05,1590.823631726063
5_20220830 06,1738.977773948246
5_20220830 07,1699.3753255890806
5_20220830 08,1714.2963537090172
5_20220830 09,1652.995787132735
5_20220830 10,1569.0475290811178
5_20220830 11,1633.8781381509066
5_20220830 12,1542.5271818155911
5_20220830 13,1743.379424445582
5_20220830 14,1581.5103080644913
5_20220830 15,1712.8382023591753
5_20220830 16,1587.0498324886992
5_20220830 17,1663.6250280114318
5_20220830 18,1435.6112716925477
5_20220830 19,1608.2503489684063
5_20220830 20,1744.906874105911
5_20220830 21,1475.7609572186732
5_20220830 22,1572.661415157355
5_20220830 23,1543.1824819354524
5_20220831 00,1543.1824819354524
5_20220831 01,1532.70551179069
5_20220831 02,1546.5800207903403
5_20220831 03,1437.2321233934367
5_20220831 04,1497.740946744733
5_20220831 05,1490.380596964355
5_20220831 06,1551.0724360831784
5_20220831 07,1456.7825899312736
5_20220831 08,1584.1656330186966
5_20220831 09,1533.2295527786969
5_20220831 10,1561.411838426911
5_20220831 11,1800.2645315360526
5_20220831 12,1812.5469780983703
5_20220831 13,1829.7374234030476
5_20220831 14,1819.761145025827
5_20220831 15,1680.9668175416116
5_20220831 16,1531.0639846256452
5_20220831 17,1648.719290549698
5_20220831 18,1782.926789793836
5_20220831 19,1663.4552000692718
5_20220831 20,1623.340655333075
5_20220831 21,1510.8333775563635
5_20220831 22,1488.5306662665646
5_20220831 23,1481.392259684523
6_20220825 00,1185.5897616257273
6_20220825 01,1144.9173413154324
6_20220825 02,1259.270372704213
